 ,Individual_Match No,Player,Team,Opp_Team,RH/LH,Match_Type,Ground,Role,Runs,Wickets,Dream11_ Points,Dismissal
53,M14,Mayank Agarwal,KXIP,CSK,RH,Defending,Sheikh Zayed,BAT,26,,35,
53,M14,Rituraj Gaikwad,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,62,,90,NO
53,M14,Du Plesis,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,48,,60,CAUGHT
53,M14,Rayudu,CSK,KXIP,RH,Chasing,Sheikh Zayed,BAT,30,,36,NO
53,M14,MS Dhoni,CSK,KXIP,RH,Chasing,Sheikh Zayed,WK,,,12,
53,M14,Sam Curran,CSK,KXIP,LH,Chasing,Sheikh Zayed,ALL,,0,4,
53,M14,Jadeja,CSK,KXIP,LH,Chasing,Sheikh Zayed,ALL,,1,31,
53,M14,Imran Tahir,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,,1,31,
53,M14,Deepak Chahar,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,,0,2,
53,M14,S Thakur,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,,1,29,
53,M14,Ngidi,CSK,KXIP,RH,Chasing,Sheikh Zayed,BALL,,3,77,
53,M14,Jagadeesan,CSK,KXIP,LH,Chasing,Sheikh Zayed,BAT,,,4,
54,M14,Ben Stokes,RR,KKR,LH,Chasing,Dubai,ALL,18,0,28,CAUGHT
54,M14,Robin Uthappa,RR,KKR,RH,Chasing,Dubai,BAT,6,,20,CAUGHT
54,M14,Steve Smith,RR,KKR,RH,Chasing,Dubai,BAT,4,,17,BOLD
54,M14,Sanju Samson,RR,KKR,RH,Chasing,Dubai,WK,1,,21,CAUGHT
54,M14,Jos Butler,RR,KKR,RH,Chasing,Dubai,WK,35,,53,CAUGHT
54,M14,Riyag Parag,RR,KKR,RH,Chasing,Dubai,ALL,0,,2,CAUGHT
54,M14,Rahul Tewatia,RR,KKR,LH,Chasing,Dubai,ALL,31,3,114,CAUGHT
54,M14,Jofra Archer,RR,KKR,RH,Chasing,Dubai,BALL,6,1,39,CAUGHT
54,M14,Shreyas Gopal,RR,KKR,RH,Chasing,Dubai,BALL,23,1,48,NO
54,M14,Varun Aaron,RR,KKR,RH,Chasing,Dubai,BALL,0,0,0,NO
54,M14,K Tyagi,RR,KKR,RH,Chasing,Dubai,BALL,2,2,54,CAUGHT
54,M14,Rahul Tripathi,KKR,RR,RH,Defending,Dubai,BAT,39,,51,CAUGHT
54,M14,Shubman Gill,KKR,RR,RH,Defending,Dubai,BAT,36,,46,CAUGHT
54,M14,Nitish Rana,KKR,RR,LH,Defending,Dubai,BAT,0,,2,CAUGHT
54,M14,Dinesh Karthik,KKR,RR,RH,Defending,Dubai,WK,0,,34,CAUGHT
54,M14,Eoin Morgan,KKR,RR,LH,Defending,Dubai,BAT,68,,97,NO
54,M14,Sunil Narine,KKR,RR,RH,Defending,Dubai,ALL,0,0,0,CAUGHT
54,M14,Pat Cummins,KKR,RR,RH,Defending,Dubai,BALL,15,4,137,CAUGHT
54,M14,Varun Chakravarthy,KKR,RR,RH,Defending,Dubai,BALL,,2,56,
54,M14,Kamlesh Nagarkoti,KKR,RR,RH,Defending,Dubai,BALL,1,1,40,NO
54,M14,Shivam Mavi,KKR,RR,RH,Defending,Dubai,BALL,,2,84,
54,M14,Andre Russell,KKR,RR,RH,Defending,Dubai,ALL,25,,36,CAUGHT
55,M14,Devdutt Padikkal,RCB,DC,LH,Defending,Sheikh Zayed,BAT,50,,67,BOLD
55,M14,Josh Phillipe,RCB,DC,RH,Defending,Sheikh Zayed,WK,12,,17,CAUGHT
55,M14,Virat Kohli,RCB,DC,RH,Defending,Sheikh Zayed,BAT,29,,37,CAUGHT
55,M14,AB de Villiers,RCB,DC,RH,Defending,Sheikh Zayed,WK,35,,44,RUNOUT
55,M14,Shivam Dube,RCB,DC,LH,Defending,Sheikh Zayed,ALL,17,,41,CAUGHT
55,M14,W Sundar,RCB,DC,LH,Defending,Sheikh Zayed,ALL,0,1,31,NO
55,M14,Chris Morris,RCB,DC,RH,Defending,Sheikh Zayed,ALL,0,0,0,CAUGHT
55,M14,Mohammed Siraj,RCB,DC,RH,Defending,Sheikh Zayed,BAT,,1,35,
55,M14,Shahbaz Ahmed,RCB,DC,LH,Defending,Sheikh Zayed,ALL,1,2,55,NO
55,M14,Isuru Udana,RCB,DC,LH,Defending,Sheikh Zayed,BALL,4,0,3,CAUGHT
55,M14,Y Chahal,RCB,DC,RH,Defending,Sheikh Zayed,BALL,,0,4,
55,M14,P.Shaw,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,9,,23,BOLD
55,M14,Shikhar Dhawan,DC,RCB,LH,Chasing,Sheikh Zayed,BAT,54,,72,CAUGHT
55,M14,Axar Patel,DC,RCB,LH,Chasing,Sheikh Zayed,ALL,,0,4,
55,M14,Shreyas Iyer,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,7,,19,CAUGHT
55,M14,Rishabh Pant,DC,RCB,LH,Chasing,Sheikh Zayed,WK,8,,27,NO
55,M14,Marcus Stoinis,DC,RCB,RH,Chasing,Sheikh Zayed,ALL,10,,24,NO
55,M14,Ashwin,DC,RCB,RH,Chasing,Sheikh Zayed,BALL,,1,33,
55,M14,Daniel Sams,DC,RCB,RH,Chasing,Sheikh Zayed,ALL,,0,2,
55,M14,Rabada,DC,RCB,RH,Chasing,Sheikh Zayed,BALL,,2,54,
55,M14,Nortje,DC,RCB,LH,Chasing,Sheikh Zayed,BALL,,3,79,
55,M14,A Rahane,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,60,,93,
56,M14,De Kock,MI,SRH,LH,Defending,Sharjah,WK,25,,35,BOLD
56,M14,S.Yadav,MI,SRH,RH,Defending,Sharjah,BAT,36,,45,STUMPING
56,M14,Ishan Kishan,MI,SRH,LH,Defending,Sharjah,WK,33,,42,BOLD
56,M14,Krunal Pandya,MI,SRH,LH,Defending,Sharjah,ALL,0,0,-4,CAUGHT
56,M14,Rohit Sharma,MI,SRH,RH,Defending,Sharjah,BAT,4,,8,CAUGHT
56,M14,Kieron Pollard,MI,SRH,RH,Defending,Sharjah,ALL,41,,55,BOLD
56,M14,Coulter Nile,MI,SRH,RH,Defending,Sharjah,BALL,1,0,5,CAUGHT
56,M14,Rahul Chahar,MI,SRH,RH,Defending,Sharjah,BALL,,0,2,
56,M14,Pattinson,MI,SRH,RH,Defending,Sharjah,BALL,4,0,6,NO
56,M14,D Kulkarni,MI,SRH,RH,Defending,Sharjah,BALL,3,0,7,NO
56,M14,Saurabh Tiwary,MI,SRH,LH,Defending,Sharjah,BAT,1,,5,CAUGHT
56,M14,Warner,SRH,MI,LH,Chasing,Sharjah,BAT,85,,117,NO
56,M14,W Saha,SRH,MI,RH,Chasing,Sharjah,WK,58,,99,NO
56,M14,Manish Pandey,SRH,MI,RH,Chasing,Sharjah,BAT,,,4,
56,M14,Kane Williamson,SRH,MI,RH,Chasing,Sharjah,BAT,,,12,
56,M14,Jason Holder,SRH,MI,RH,Chasing,Sharjah,ALL,,2,54,
56,M14,Priyam Garg,SRH,MI,RH,Chasing,Sharjah,BAT,,,12,
56,M14,Abdul Samad,SRH,MI,LH,Chasing,Sharjah,ALL,,,4,
56,M14,Shahbaz Nadeem,SRH,MI,RH,Chasing,Sharjah,BAT,,2,58,
56,M14,Rashid Khan,SRH,MI,RH,Chasing,Sharjah,BALL,,1,29,
56,M14,Sandeep Sharma,SRH,MI,LH,Chasing,Sharjah,BALL,,3,79,
56,M14,Natarajan,SRH,MI,LH,Chasing,Sharjah,BALL,,0,2,
57,M15,De Kock,MI,DC,LH,Defending,Dubai,WK,40,,67,CAUGHT
57,M15,S.Yadav,MI,DC,RH,Defending,Dubai,BAT,51,,81,CAUGHT
57,M15,Ishan Kishan,MI,DC,LH,Defending,Dubai,WK,55,,77,NO
57,M15,Krunal Pandya,MI,DC,LH,Defending,Dubai,ALL,13,1,46,CAUGHT
57,M15,Rohit Sharma,MI,DC,RH,Defending,Dubai,BAT,0,,10,LBW
57,M15,Kieron Pollard,MI,DC,RH,Defending,Dubai,ALL,0,1,25,CAUGHT
57,M15,Coulter Nile,MI,DC,RH,Defending,Dubai,BALL,,0,4,
57,M15,Rahul Chahar,MI,DC,RH,Defending,Dubai,BALL,,0,6,
57,M15,Boult,MI,DC,LH,Defending,Dubai,BALL,,2,66,
57,M15,Bumrah,MI,DC,RH,Defending,Dubai,BALL,,4,126,
57,M15,Hardik Pandya,MI,DC,RH,Defending,Dubai,ALL,37,,51,NO
57,M15,P.Shaw,DC,MI,RH,Chasing,Dubai,BAT,0,,2,CAUGHT
57,M15,Shikhar Dhawan,DC,MI,LH,Chasing,Dubai,BAT,0,,10,BOLD
57,M15,Axar Patel,DC,MI,LH,Chasing,Dubai,ALL,42,0,52,CAUGHT
57,M15,Shreyas Iyer,DC,MI,RH,Chasing,Dubai,BAT,12,,19,CAUGHT
57,M15,Rishabh Pant,DC,MI,LH,Chasing,Dubai,WK,3,,7,CAUGHT
57,M15,Marcus Stoinis,DC,MI,RH,Chasing,Dubai,ALL,65,1,114,BOLD
57,M15,Ashwin,DC,MI,RH,Chasing,Dubai,BALL,,3,79,
57,M15,Daniel Sams,DC,MI,RH,Chasing,Dubai,ALL,0,0,14,CAUGHT
57,M15,Rabada,DC,MI,RH,Chasing,Dubai,BALL,15,0,25,NO
57,M15,Nortje,DC,MI,LH,Chasing,Dubai,BALL,,1,23,
57,M15,A Rahane,DC,MI,RH,Chasing,Dubai,BAT,0,,2,LBW
58,M15,Devdutt Padikkal,RCB,SRH,LH,Defending,Sheikh Zayed,BAT,1,,5,CAUGHT
58,M15,Aaron Finch,RCB,SRH,RH,Defending,Sheikh Zayed,WK,32,,41,CAUGHT
58,M15,Virat Kohli,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,6,,10,CAUGHT
58,M15,AB de Villiers,RCB,SRH,RH,Defending,Sheikh Zayed,WK,56,,97,BOLD
58,M15,Shivam Dube,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,8,0,10,CAUGHT
58,M15,W Sundar,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,5,0,5,CAUGHT
58,M15,Moeen Ali,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,0,0,2,RUNOUT
58,M15,Mohammed Siraj,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,10,2,65,NO
58,M15,Adam Zampa,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,,1,43,
58,M15,Navdeep Saini,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,9,0,14,NO
58,M15,Y Chahal,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,,1,31,
58,M15,Warner,SRH,RCB,LH,Chasing,Sheikh Zayed,BAT,17,,32,CAUGHT
58,M15,S Goswami,SRH,RCB,RH,Chasing,Sheikh Zayed,WK,0,,10,CAUGHT
58,M15,Manish Pandey,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,24,,33,CAUGHT
58,M15,Kane Williamson,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,50,,68,NO
58,M15,Jason Holder,SRH,RCB,RH,Chasing,Sheikh Zayed,ALL,24,3,106,NO
58,M15,Priyam Garg,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,7,,15,CAUGHT
58,M15,Abdul Samad,SRH,RCB,LH,Chasing,Sheikh Zayed,ALL,,,20,
58,M15,Shahbaz Nadeem,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,,1,29,
58,M15,Rashid Khan,SRH,RCB,RH,Chasing,Sheikh Zayed,BALL,,0,18,
58,M15,Sandeep Sharma,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,,0,6,
58,M15,Natarajan,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,,2,54,
59,M16,Marcus Stoinis,DC,SRH,RH,Defending,Sheikh Zayed,ALL,38,3,132,BOLD
59,M16,Shikhar Dhawan,DC,SRH,LH,Defending,Sheikh Zayed,BAT,78,,100,LBW
59,M16,Shreyas Iyer,DC,SRH,RH,Defending,Sheikh Zayed,BAT,21,,26,CAUGHT
59,M16,Hetmeyer,DC,SRH,LH,Defending,Sheikh Zayed,BAT,42,,52,NO
59,M16,Rishabh Pant,DC,SRH,LH,Defending,Sheikh Zayed,WK,2,,6,NO
59,M16,A Rahane,DC,SRH,RH,Defending,Sheikh Zayed,BAT,,,4,
59,M16,Axar Patel,DC,SRH,LH,Defending,Sheikh Zayed,BALL,,1,37,
59,M16,Rabada,DC,SRH,LH,Defending,Sheikh Zayed,BALL,,4,120,
59,M16,Nortje,DC,SRH,RH,Defending,Sheikh Zayed,BALL,,0,10,
59,M16,Ashwin,DC,SRH,RH,Defending,Sheikh Zayed,BALL,,0,0,
59,M16,Praveen Dubey,DC,SRH,RH,Defending,Sheikh Zayed,BALL,,0,12,
59,M16,S Goswami,SRH,DC,RH,Chasing,Sheikh Zayed,WK,0,,2,CAUGHT
59,M16,Warner,SRH,DC,LH,Chasing,Sheikh Zayed,BAT,2,,6,BOLD
59,M16,Manish Pandey,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,21,,36,CAUGHT
59,M16,Kane Williamson,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,67,,92,CAUGHT
59,M16,Jason Holder,SRH,DC,RH,Chasing,Sheikh Zayed,ALL,11,1,35,CAUGHT
59,M16,Priyam Garg,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,17,,25,BOLD
59,M16,Abdul Samad,SRH,DC,LH,Chasing,Sheikh Zayed,ALL,33,,43,CAUGHT
59,M16,Shahbaz Nadeem,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,2,0,0,NO
59,M16,Rashid Khan,SRH,DC,RH,Chasing,Sheikh Zayed,BALL,11,1,43,CAUGHT
59,M16,Sandeep Sharma,SRH,DC,LH,Chasing,Sheikh Zayed,BALL,2,1,31,NO
59,M16,Natarajan,SRH,DC,LH,Chasing,Sheikh Zayed,BALL,,0,4,
60,M17,Marcus Stoinis,DC,MI,RH,Defending,Dubai,ALL,0,1,21,CAUGHT
60,M17,Shikhar Dhawan,DC,MI,LH,Defending,Dubai,BAT,15,,22,BOLD
60,M17,Shreyas Iyer,DC,MI,RH,Defending,Dubai,BAT,65,,87,NO
60,M17,Hetmeyer,DC,MI,LH,Defending,Dubai,BAT,5,,10,CAUGHT
60,M17,Rishabh Pant,DC,MI,LH,Defending,Dubai,WK,56,,90,CAUGHT
60,M17,A Rahane,DC,MI,RH,Defending,Dubai,BAT,2,,14,CAUGHT
60,M17,Axar Patel,DC,MI,LH,Defending,Dubai,BALL,9,0,18,CAUGHT
60,M17,Rabada,DC,MI,LH,Defending,Dubai,BALL,0,1,25,RUNOUT
60,M17,Nortje,DC,MI,RH,Defending,Dubai,BALL,,2,52,
60,M17,Ashwin,DC,MI,RH,Defending,Dubai,BALL,,0,4,
60,M17,Praveen Dubey,DC,MI,RH,Defending,Dubai,BALL,,0,8,
60,M16,De Kock,MI,DC,LH,Defending,Dubai,WK,20,,45,CAUGHT
60,M16,S.Yadav,MI,DC,RH,Defending,Dubai,BAT,19,,32,RUNOUT
60,M16,Ishan Kishan,MI,DC,LH,Defending,Dubai,WK,33,,42,NO
60,M16,Krunal Pandya,MI,DC,LH,Defending,Dubai,ALL,1,0,3,NO
60,M16,Rohit Sharma,MI,DC,RH,Defending,Dubai,BAT,68,,93,CAUGHT
60,M16,Kieron Pollard,MI,DC,RH,Defending,Dubai,ALL,9,0,15,BOLD
60,M16,Coulter Nile,MI,DC,RH,Defending,Dubai,BALL,,2,68,
60,M16,J Yadav,MI,DC,RH,Defending,Dubai,ALL,,1,29,
60,M16,Boult,MI,DC,LH,Defending,Dubai,BALL,, ,79,
60,M16,Bumrah,MI,DC,RH,Defending,Dubai,BALL,,0,4,
60,M16,Hardik Pandya,MI,DC,RH,Defending,Dubai,ALL,3,,15,CAUGHT
,,,,,,,,,,,,RUNOUT
